"id","hadith_id","source","tradition","volume","chapter_no","hadith_no","chapter","category","chain_indx","text_ar","text_en","sanad","matn_en","grade_tradition","grade_source","grade_value","gradings_full","url","page_ref"
"rabi_0467","467","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","17","467","جامع الغزو في سبيل الله","جامع الغزو في سبيل الله","","أبو عبيدة عن جابر بن زيد قال: بلغني عن أبي قتادة قال: خرجنا مع رسول الله صلى الله عليه وسلم عام حنين، فلما التقينا كان للمسلمين جولة، قال: فرأيت رجلا من المشركين قد علا رجلا من المسلمين، قال: فاستدرت له حتى أتيته من خلفه وضربته بالسيف على حبل عاتقه حتى قطعت الدرع، قال: فأقبل علي وضمني ضمة وجدت منها ريح الموت ثم أدركه الموت فأرسلني، ثم مضيت فسمعت رسول الله صلى الله عليه وسلم يقول: «من قتل قتيلا له عليه بينة فله سلبه». قال: فقمت فقلت: من يشهد لي؟ فجلست، ثم قال رسول الله صلى الله عليه وسلم: «كذلك أيضا» فقمت فقلت: من يشهد لي؟ ثم قال: «الثالثة» فقمت، فقال رسول الله: «ما لك يا أبا قتادة»، فقصصت عليه القصة، فقال رجل من القوم: صدق يا رسول الله وسلبه عندي، فأرضه منه، فقال أبو بكر الصديق: لا والله، لا يعمد إلى أسد من أسود الله يقاتل عن الله ورسوله فيعطيك سلبه، فقال رسول الله صلى الله عليه وسلم: «صدق فأعطه إياه»، قال أبو قتادة: فأعطانيه، فبعت الدرع وابتعت منها مخرفا في بني سلمة وإنه لأول مال تأثلته في الإسلام.","","","","Ibadi","","","","","V01P126"
"rabi_0468","468","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","17","468","جامع الغزو في سبيل الله","جامع الغزو في سبيل الله","","أبو عبيدة قال: سمعت عن أنس بن مالك قال: خرج رسول الله صلى الله عليه وسلم إلى خيبر فأتاها ليلا، وكان إذا أتى قوما ليلا لم يغر حتى يصبح، فأصبح فخرجت يهود بمساحيهم ومكاتلهم، فلما رأوه قالوا: محمد والله والخميس! فقال: رسول الله صلى الله عليه وسلم: «الله أكبر خرجت خيبر إنا إذا نزلنا بساحة قوم فساء صباح المنذرين».","","","","Ibadi","","","","","V01P126"
"rabi_0469","469","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","17","469","جامع الغزو في سبيل الله","جامع الغزو في سبيل الله","","الربيع عن عبادة بن الصامت قال: صلى بنا رسول الله صلى الله عليه وسلم ومر بنا بعير من المغنم فلما انصرفت تناول قرادة من دبر البعير فقال: «ما يحل لي من غنائمكم ما يزن هذه إلا الخمس وهو مردود فيكم». وغزوة السلاسل مذكورة في باب التيمم، وغزوة ذي أنمار مذكورة في باب الثياب، وغزوة أبي عبيدة بن الجراح مذكورة في باب الطعام.","","","","Ibadi","","","","","V01P126"
"rabi_0470","470","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","17","470","جامع الغزو في سبيل الله","جامع الغزو في سبيل الله","","أبو عبيدة عن جابر بن زيد عن أبي هريرة قال: خرجنا مع رسول الله صلى الله عليه وسلم عام خيبر ولم نغنم ذهبا ولا فضة إلا الأموال والمتاع، فأهدى رجل من بني الضبيب يقال له رفاعة بن زيد إلى رسول الله صلى الله عليه وسلم غلاما أسود يقال له مدعم، فوجه رسول الله صلى الله عليه وسلم إلى وادي القرى حتى إذا كنا بينما مدعم يحط رحال رسول الله صلى الله عليه وسلم إذ جاء سهم غرب فأصابه فقتله فقال الناس هنيئا له الجنة، فقال النبيء صلى الله عليه وسلم: «لا والذي نفسي بيده إن الشملة التي أخذها من المغانم يوم خيبر لم تصبها المقاسم لتشتعل عليه نارا». فلما سمع الناس ذلك جاء رجل بشراك أو شراكين، فقال له رسول الله صلى الله عليه وسلم: «شراك أو شراكان من النار». كتاب الجنائز","","","","Ibadi","","","","","V01P127"
"rabi_0471","471","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","18","471","الكفن والغسل","الكفن والغسل","","أبو عبيدة عن جابر بن زيد عن ابن عباس قال: قال رسول الله صلى الله عليه وسلم: «عليكم بهذه الثياب البيض، ألبسوها أحياءكم وكفنوا فيها موتاكم، فإنها خير ثيابكم، ولا تكفنوهم في حرير، ولا مع شيء من الذهب، لأنهما محرمان على رجال أمتي، ومحللان لنسائها».","","","","Ibadi","","","","","V01P127"
"rabi_0472","472","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","18","472","الكفن والغسل","الكفن والغسل","","ومن طريقه أيضا عنه عليه السلام قال: «المقتول في المعركة لا يغسل، فإن دمه يعود يوم القيامة مسكا ». قال ابن عباس: الكفن من رأس المال، لقول رسول الله صلى الله عليه وسلم في ميت مات بحضرته: «كفنوه في ثوبيه» فأضافهما إليه.","","","","Ibadi","","","","","V01P128"
"rabi_0473","473","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","18","473","الكفن والغسل","الكفن والغسل","","ومن طريق ابن عباس قال: دفع النبيء صلى الله عليه وسلم في كفن ابنته أم كلثوم خمسة أثواب.","","","","Ibadi","","","","","V01P128"
"rabi_0474","474","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","18","474","الكفن والغسل","الكفن والغسل","","أبو عبيدة عن جابر بن زيد عن عائشة رضي الله عنها قالت: كفن رسول الله صلى الله عليه وسلم في ثلاثة أثواب بيض سحولية ليس فيها قميص ولا عمامة.","","","","Ibadi","","","","","V01P128"
"rabi_0475","475","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","18","475","الكفن والغسل","الكفن والغسل","","أبو عبيدة قال: بلغنا عن محمد بن سيرين قال: قالت أم عطية الأنصارية: دخل علينا رسول الله صلى الله عليه وسلم حين توفيت ابنته فقال: «اغسلنها ثلاثا أو خمسا أو أكثر من ذلك، إن رأيتن ذلك بماء وسدر واجعلن في الآخرة شيئا من كافور، فإذا فرغتن فآذنني»، فلما فرغنا آذناه فأعطانا حقوه وقال: «أشعرنها إياه».","","","","Ibadi","","","","","V01P128"
"rabi_0476","476","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","18","476","الكفن والغسل","الكفن والغسل","","ومن طريق ابن عباس قال: لا ينبغي أن تحبس جيفة مسلم بين ظهراني أهله، وقال صلى الله عليه وسلم: «اغسلوا موتاكم»، فوجب غسل الميت على من حضره لقوله عليه السلام.","","","","Ibadi","","","","","V01P128"
"rabi_0477","477","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","18","477","الكفن والغسل","الكفن والغسل","","أبو عبيدة عن جابر بن زيد عن ابن عباس قال: سئل رسول الله صلى الله عليه وسلم عن امرأة ماتت، فأمر بتفريق شعر رأسها عند غسلها، والله أعلم.","","","","Ibadi","","","","","V01P129"
"rabi_0478","478","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","19","478","صلاة الجنائز","صلاة الجنائز","","أبو عبيدة عن جابر بن زيد عن ابن عباس عن النبيء صلى الله عليه وسلم قال: «أولى بالصلاة على الميت أفضل القوم ورعا وأسنهم في ذكر الله».","","","","Ibadi","","","","","V01P129"
"rabi_0479","479","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","19","479","صلاة الجنائز","صلاة الجنائز","","أبو عبيدة عن جابر بن زيد عن أبي هريرة أن النبيء صلى الله عليه وسلم نعى للناس النجاشي في اليوم الذي مات فيه، فخرج بهم إلى المصلى، فصفهم ، وكبر أربع تكبيرات.","","","","Ibadi","","","","","V01P129"
"rabi_0480","480","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","19","480","صلاة الجنائز","صلاة الجنائز","","أبو عبيدة عن جابر عن عائشة رضي الله عنها قالت: قام رسول الله صلى الله عليه وسلم ذات يوم فلبس ثيابه، ثم قام فأمرت جاريتي بريرة تتبعه، فتبعته حتى جاء إلى البقيع، فوقف، فوقفت بقربه ما شاء الله أن يقف، فانصرف، فسبقته، فأخبرتني، فلم أذكر شيئا لرسول الله صلى الله عليه وسلم حتى أصبح فسألته فقال: «بعثت إلى أهل البقيع لأصلي عليهم».","","","","Ibadi","","","","","V01P129"
"rabi_0481","481","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","20","481","في القبور","في القبور","","أبو عبيدة عن جابر بن زيد أبو عبيدة عن جابر عن ابن عباس عن النبيء صلى الله عليه وسلم قال: «كنت نهيتكم عن زيارة القبور، ألا فزوروها ولا تقولوا هجرا». لا تدعوا بالويل والعويل وبما يسخط الرب.","","","","Ibadi","","","","","V01P129"
"rabi_0482","482","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","20","482","في القبور","في القبور","","ومن طريق ابن عباس عن النبيء صلى الله عليه وسلم أنه نهى عن تقصيص القبور، أي عن تجصيصها.","","","","Ibadi","","","","","V01P130"
"rabi_0483","483","al-Jami al-Sahih (Musnad al-Rabi ibn Habib)","Ibadi","1","20","483","في القبور","في القبور","","أبو عبيدة عن جابر عن عائشة رضي الله عنها قالت: سمعت أن عبد الله بن عمر يقول: إن الميت ليعذب ببكاء الأحياء، قالت عائشة: يغفر الله لأبي عبد الرحمن، أما إنه لم يكذب ولكنه نسي أو أخطأ، ولعله إنما سمع من رسول الله صلى الله عليه وسلم ما قال حين مر بيهودية ماتت وأهلها يبكون عليها فقال: «إنهم ليبكون عليها وإنها لتعذب في قبرها». قال جابر: قالت عائشة رضي الله عنها: ولا يعذب أحد ببكاء أهله، وإنما يعذب بعمله السوء.","","","","Ibadi","","","","","V01P130"
